case_id,summary,age,sex,economic-status,educational-level,reasoning
27830,"Amid a bitter child-custody dispute, the suspect made a series of social media posts accusing a magistrate and the victim of crimes including a pedophilia ring, calling the victim the ""antichrist,"" invoking ""war"" and ""justice,"" and posting a photo of an assault rifle in a car. After police went to the suspect's home, the suspect posted a video wearing military fatigues with a rifle slung across the chest, taunting officers to ""bring it."" The victim reported feeling terrified and sought a protection order, fearing the posts constituted an implied threat of serious physical harm.",30-39y,Male,Middle,High school,"The custody dispute and references to a child suggest an adult likely in the 30-39 age range. The aggressive firearm-related posts and militarized presentation are more commonly associated with male suspects. No direct socioeconomic or education information is provided, so middle economic status and high school education are the most cautious base-rate predictions."
6547,"The suspect, who lived with the child's parent, subjected the victim to prolonged starvation, forced the child to sleep in filth, ate from dog bowls, and repeatedly beat the child with fists, a stick, and a belt buckle over several months. After stomping on the victim's head causing severe injury, the suspect refused to seek medical care, continued abusing the victim, and after the victim died, hid and later dumped the body, later giving false explanations to police.",30-39y,Male,Lower,High school,"The prolonged, severe abuse by an adult living with the child's parent most likely involves a male caregiver or parental partner in adulthood. The extreme neglect, violence, concealment of the body, and lack of medical care are more consistent with lower socioeconomic circumstances and a high-school-level educational background, though these characteristics are probabilistic rather than confirmed."
1031,"Two groups arranged a confrontation, with members carrying firearms and wearing masks. After an initial failed encounter, the suspect and an accomplice returned to the area, hid in an alley, and lay in wait for the victim's group. As the victim passed, the suspect opened fire with a handgun, striking the victim multiple times; the victim died at the scene, and the suspect fled on foot.",19-24y,Male,Lower,High school,"The coordinated armed confrontation, masked participation, ambush, repeated handgun fire, and flight are most consistent with a young adult male involved in a violent peer-group or retaliatory conflict. The circumstances more commonly align with lower economic status and high-school-level education, though these characteristics are probabilistic rather than confirmed."
25885,"Over multiple incidents, the suspect and two codefendants stole property from an elderly victim's rural property, including loading wheels into a truck, towing away a log splitter and four-wheeler, and later returning to retrieve the four-wheeler before being confronted by the victim at gunpoint. A trailer and truck were also taken and the truck sold for scrap. Total stolen tools and property were valued at $23,800.",19-24y,Male,Lower,High school,"The repeated, coordinated theft of vehicles, tools, and equipment by three codefendants, including returning to retrieve additional property and selling a truck for scrap, most strongly suggests a young adult male involved in opportunistic property crime. The scale and apparent resale motive are more consistent with lower economic status; no education is stated, so high school is the most likely category for this demographic."
43466,"Law enforcement stopped a vehicle with an expired registration and no front plate; the driver admitted to lacking a valid license or insurance and having a barred license. When told they would be arrested, the driver said an expletive refusal, then sped away, leading police on a high-speed pursuit through city streets until officers ended the chase for safety reasons. A warrant was issued and the suspect was later located and arrested.",25-29y,Male,Lower,High school,"The suspect is most likely a young adult male based on the driving-related offenses, barred license, lack of insurance, and defiant flight from police. The combination of license and registration problems may indicate lower economic circumstances, while no information suggests education beyond high school."
44035,"During an argument at a party, the suspect retrieved a gun from a car and fired at a fleeing person, shooting toward a public park where a parent and their young child were present among many bystanders. The child suffered permanent scarring to the face, neck, shoulder, and back. The suspect had a prior conviction for possessing a loaded handgun found under a car seat during a traffic stop, and was on bond for a federal theft offense when the shooting occurred.",19-24y,Male,Lower,High school,"The suspect is most likely a young adult male based on the party-related armed confrontation and the pattern of repeated firearm and theft-related offending. Prior handgun possession and a federal theft charge suggest involvement in ongoing criminal activity and a comparatively lower socioeconomic background. No education is stated, but a high-school level is the most likely category for this type of young repeat offender."
29122,"The defendant, an animal rights activist, organized and participated in ""open rescue"" protests at two commercial poultry farms, entering the properties without permission to document and remove animals believed to be suffering from illness, injury, or neglect. During the incidents, activists entered barns despite owners' repeated demands to leave, removed animals, and some locked themselves to farm equipment, leading to the defendant's arrest at both scenes. The defendant had obtained legal opinions before acting, believing their conduct was legally justified to prevent animal suffering, and was convicted of trespass and conspiracy to commit trespass.",30-39y,Male,Middle,Above Bachelor's,"The primary suspect is most likely an adult organizer capable of coordinating repeated direct-action protests and seeking legal opinions beforehand. These activities suggest substantial education, likely above a bachelor's level, while the available circumstances do not indicate pronounced financial disadvantage or affluence, making middle economic status most likely."
11187,"The defendant crashed a car into a parked vehicle and was hospitalized, where treatment revealed a very high blood alcohol content that the hospital reported to police. A responding officer questioned the defendant in the emergency room hallway after giving Miranda warnings, and the defendant admitted drinking wine and described how the injury occurred. The defendant then verbally agreed to a police-requested blood draw, which showed a blood alcohol level well above the legal limit, leading to DUI and reckless driving charges.",30-39y,Male,Middle,High school,"The summary provides no direct demographic information, so these are probabilistic estimates based on common patterns in DUI and reckless-driving cases. A male in the 30–39 age range is a typical profile for this type of offense; middle economic status and a high-school education are selected as the most likely broad categories."
604,"A jury convicted the defendant of third-degree sexual abuse after the child victim testified that while sitting with them on a couch at the suspect's home, the suspect put their hand down the victim's pants and nonconsensually engaged with the victim's groin. The victim was a minor and had known the suspect through family visits. The defendant denied the allegations at trial, testifying in their own defense, but the jury found them guilty after two trials, the first ending in a hung jury.",30-39y,Male,Middle,High school,"The suspect was an adult familiar to the minor through family visits and was convicted of contact sexual abuse in a private home setting. In similar cases, the primary perpetrator is most often male and an established adult in the victim’s social or family circle. No specific evidence indicates unusually low or high socioeconomic status or advanced education, so middle economic status and a high-school-level education are the most likely predictions."
54261,"In the early morning hours at a gas station parking lot, a silver Mercedes pulled alongside a Nissan Kick and occupants fired multiple gunshots into it as it sped away, striking a child passenger in the back, shoulder, and leg and grazing another passenger. Evidence established the suspect was driving the Mercedes, which was registered to them, with guns pointed and laser sights visible from the vehicle during the shooting. A surviving passenger identified the suspect as having earlier flashed a gun at them. The suspect was convicted of felonious assault with firearm specifications.",19-24y,Male,Middle,High school,"The firearm-involved, vehicle-based assault and direct identification suggest a younger adult male is the most likely profile. Ownership of a Mercedes indicates at least moderate financial resources, supporting a middle economic-status prediction. No education is stated, so high school is the most likely broad category for this type of suspect profile."
45230,"The suspect drove at 96 mph, ran a red light using a turn lane to bypass stopped traffic, and struck another vehicle without braking, killing the driver by severing their body; the suspect then fled the scene on foot and was found nearby in mental distress. The suspect had admitted using drugs and alcohol the night before, and blood tests showed marijuana metabolites but no alcohol. A grand jury indicted the suspect for wanton murder and leaving the scene of a fatal accident.",19-24y,Male,Lower,High school,"The extreme reckless driving, substance use, flight, and subsequent mental distress are more commonly associated with a young adult suspect. A male suspect is statistically more likely in serious traffic violence and fleeing incidents. With no socioeconomic or educational details provided, lower economic status and a high-school education are probabilistic estimates based on general patterns among younger defendants, not established facts."
35579,"After fleeing deputies in a stolen SUV, the suspect was arrested and interrogated for hours about a trailer theft, the SUV theft, and a burglary in which firearms were stolen. The suspect admitted to stealing the trailer and SUV but was evasive about the firearm burglary and a related burglary in which keys were taken from a house. During questioning about the missing firearms, the suspect eventually confessed to entering a home to steal keys and to participating in the firearm burglary, providing details that led police to corroborating surveillance video.",19-24y,Male,Lower,High school,"The suspect is most likely a young adult male based on the vehicle flight, repeated property crimes, and involvement in burglaries involving stolen keys and firearms. The repeated theft and burglary behavior, apparent access to few legitimate resources, and evasiveness during interrogation are more consistent with a lower economic background. A high-school-level education is the most likely category for a young adult involved in this pattern of opportunistic property crime, though these characteristics are probabilistic rather than confirmed."
43005,"The defendant, who had been owed money by the victim, approached the victim's parked vehicle demanding payment, became agitated when offered less than expected, and reached through the window and shot the victim once in the thigh with a 9mm pistol, severing the femoral artery. The victim then drove away and returned fire with another gun before dying. The defendant was convicted of reckless homicide, aggravated assault, and firearm possession by a convicted felon, having stipulated to a prior felony crime-of-violence conviction.",25-29y,Male,Lower,High school,"The suspect is most likely a young adult male based on the direct, firearm-involved confrontation and prior violent felony conviction. The dispute over repayment and apparent involvement in criminal activity suggest lower economic status, while the available information provides no indication of postsecondary education, making high school the most likely educational category."
2044,"An ex-partner visited the suspect's apartment to retrieve belongings, and the suspect became angry and allegedly strangled the ex-partner. Hours later, the suspect confronted the ex-partner and their parent at a gas station armed with an AR-15 style rifle and fired shots at their car, shattering the windshield though neither victim was struck. The victims fled and contacted police; the shooting was partially captured on video.",25-29y,Male,Middle,High school,"The alleged intimate-partner violence followed by armed confrontation and targeted shooting suggests a likely adult male in a younger-to-middle adult age range. The apartment, access to an AR-15-style rifle, and vehicle-related circumstances are most consistent with a middle economic status, while no higher educational or professional indicators are provided, making high school the most likely category."
39028,"Between August 10-11, a minor victim was killed by multiple stab wounds inflicted with a bladed weapon. The suspect allegedly acted in concert with an accomplice, reaching into a bag, retrieving an object, and handing it to the accomplice, who then used it to inflict the fatal wounds. A witness observed the suspect handling a dark, metallic-colored object shortly before the killing.
",19-24y,Male,Lower,High school,"The alleged coordinated stabbing involving an accomplice and a bladed weapon most likely points to a young adult male. The circumstances suggest a lower socioeconomic background and high-school-level education, though these characteristics are inferred rather than explicitly established."
13785,"The underlying incident involved a shooting in which the suspect shot a victim, causing serious injury including a gunshot wound to the back. The suspect was convicted by a jury of assault with intent to kill while armed, aggravated assault while armed, and related weapons offenses arising from the shooting. At sentencing, the victim testified about resulting injuries, including claims of impotence and infertility, which the suspect later contended were false and improperly influenced the sentence imposed.",19-24y,Male,Lower,High school,"The violent, armed shooting and related assault convictions are most commonly associated with a young adult male suspect. The summary provides no direct information about socioeconomic or educational background, so lower economic status and a high-school-level education are probabilistic estimates based on general patterns among similar cases."
17203,"A truck reported stolen by its owner was later found being towed on a highway by the suspect, who worked for a towing company owner that had dispatched the suspect to deliver it. During a traffic stop, the suspect initially relayed the employer's instructed explanation that the truck had been purchased, but the employer separately told police a different story (that an owner had it removed from storage), which the suspect only then recognized as false. No evidence showed the suspect knew beforehand that the truck was stolen or that the story was false prior to overhearing the employer's inconsistent statements to police.",30-39y,Male,Middle,High school,"The suspect appears to be an adult towing-company employee performing a delivery task, which most plausibly indicates a working-age man with a high-school-level education and middle economic status. His conduct suggests subordinate involvement and reliance on the employer's instructions rather than prior knowledge of the theft."
33256,"Officers executed a search warrant at the suspect's home based on an affidavit including a recent anonymous tip that the suspect possessed methamphetamine, large quantities of marijuana, and guns used to protect drugs, corroborated by two informants and surveillance of the property. The search led to indictment on nine drug- and weapon-related counts, and the suspect challenged probable cause as stale and unreliable, though the suppression motion was denied.",30-39y,Male,Lower,High school,"The alleged possession of substantial quantities of drugs and firearms associated with protecting them is more commonly linked to an adult male in the 30–39 age range. The circumstances suggest involvement in illicit drug distribution and a likely lower socioeconomic position, while no evidence indicates advanced education, making high school the most likely educational level."
262,"Over the summer of 2017, the suspect and two accomplices robbed two Walmart stores at gunpoint and attempted a third, wearing masks, forcing store managers or customers to the ground, taking about $100,000 total, and fleeing in stolen cars. The suspect personally held a gun to a manager's head during one robbery and controlled hostages at gunpoint during another. Investigators identified the suspect through an accomplice's cooperation, cell-phone location data placing the suspect near two targeted stores, and suspicious phone call patterns before the first robbery.",19-24y,Male,Lower,High school,"The suspect is most likely a young adult male based on the use of multiple accomplices, armed confrontational behavior, and coordinated but relatively unsophisticated robberies involving stolen vehicles and masks. Repeated armed retail robberies for substantial cash suggest lower economic status, while the available circumstances most strongly support a high-school-level educational category rather than college education."
37526,"The defendant discovered their spouse was having an affair with the victim, leading to months of escalating threats, harassment, and confrontations. On the day of the incident, after learning the victim had visited the suspect's spouse again, the defendant drove to the location, exited their vehicle armed with a handgun, and chased the unarmed victim as they fled. The defendant shot the victim six times, including two shots fired after the victim had already fallen to the ground, resulting in the victim's death.",30-39y,Male,Middle,High school,"The suspect is likely an adult male in the 30–39 age range, consistent with the interpersonal and retaliatory nature of the homicide. The sustained harassment, escalation, use of a handgun, and deliberate pursuit suggest an established adult with access to transportation and a firearm, but the summary provides no indication of exceptional wealth or advanced education; middle economic status and a high-school education are therefore the most probable categories."
